Evaluation1,Evaluation2,Assessement1,Evaluation3,FinalAssessement
4.96,5.96,6.72,6.96,7.28
7.9,8.9,8.92,9.9,8.75
4.97,5.97,6.73,6.97,7.29
7.6,8.6,8.7,9.6,8.6
6.33,7.33,7.74,8.33,7.96
7.74,8.74,8.81,9.74,8.67
8.73,9.73,9.55,10,9.17
6.92,7.92,8.19,8.92,8.26
3.89,4.89,5.92,5.89,6.74
9.44,10,10,10,9.52
6.54,7.54,7.91,8.54,8.07
7.58,8.58,8.69,9.58,8.59
6.01,7.01,7.51,8.01,7.8
4.6,5.6,6.45,6.6,7.1
7.18,8.18,8.39,9.18,8.39
5.93,6.93,7.45,7.93,7.76
6.41,7.41,7.81,8.41,8
3.18,4.18,5.39,5.18,6.39
5.16,6.16,6.87,7.16,7.38
4.33,5.33,6.25,6.33,6.97
7.14,8.14,8.35,9.14,8.37
5.56,6.56,7.17,7.56,7.58
9.15,10,9.86,10,9.38
5.35,6.35,7.02,7.35,7.48
7.84,8.84,8.88,9.84,8.72
7.41,8.41,8.56,9.41,8.5
4.46,5.46,6.35,6.46,7.03
4,5,6,6,6.8
6.95,7.95,8.21,8.95,8.27
6.12,7.12,7.59,8.12,7.86
7.26,8.26,8.44,9.26,8.43
8.41,9.41,9.31,10,9
1.29,2.29,3.97,3.29,5.45
3.25,4.25,5.43,5.25,6.42
7.26,8.26,8.45,9.26,8.43
6.5,7.5,7.88,8.5,8.05
8.27,9.27,9.2,10,8.93
10,10,10,10,9.97
5.87,6.87,7.4,7.87,7.74
5.2,6.2,6.9,7.2,7.4
2.29,3.29,4.72,4.29,5.94
5.54,6.54,7.15,7.54,7.57
8.71,9.71,9.53,10,9.15
3.87,4.87,5.9,5.87,6.74
6.69,7.69,8.02,8.69,8.15
6.27,7.27,7.7,8.27,7.94
3.92,4.92,5.94,5.92,6.76
7.23,8.23,8.42,9.23,8.42
6.12,7.12,7.59,8.12,7.86
5.82,6.82,7.37,7.82,7.71
8.14,9.14,9.11,10,8.87
8.2,9.2,9.15,10,8.9
9.03,10,9.77,10,9.31
5.44,6.44,7.08,7.44,7.52
3.33,4.33,5.5,5.33,6.47
6.25,7.25,7.69,8.25,7.93
2.81,3.81,5.11,4.81,6.21
6.81,7.81,8.11,8.81,8.21
6.63,7.63,7.97,8.63,8.11
7.68,8.68,8.76,9.68,8.64
8.94,9.94,9.71,10,9.27
6.26,7.26,7.69,8.26,7.93
5.35,6.35,7.02,7.35,7.48
5.38,6.38,7.03,7.38,7.49
4.76,5.76,6.57,6.76,7.18
4.44,5.44,6.33,6.44,7.02
7.41,8.41,8.56,9.41,8.51
7.83,8.83,8.88,9.83,8.72
5.37,6.37,7.03,7.37,7.49
4.42,5.42,6.32,6.42,7.01
6.47,7.47,7.85,8.47,8.03
5.49,6.49,7.12,7.49,7.54
2.87,3.87,5.15,4.87,6.23
3.8,4.8,5.85,5.8,6.7
6.69,7.69,8.02,8.69,8.14
6.78,7.78,8.09,8.78,8.19
3.99,4.99,5.99,5.99,6.79
7.26,8.26,8.45,9.26,8.43
6.21,7.21,7.66,8.21,7.91
4.82,5.82,6.61,6.82,7.21
5.29,6.29,6.97,7.29,7.45
5.31,6.31,6.98,7.31,7.46
7.62,8.62,8.72,9.62,8.61
1.76,2.76,4.32,3.76,5.68
5.53,6.53,7.15,7.53,7.57
7.16,8.16,8.37,9.16,8.38
8.48,9.48,9.36,10,9.04
7.39,8.39,8.54,9.39,8.5
5.9,6.9,7.43,7.9,7.75
3.59,4.59,5.69,5.59,6.6
5.94,6.94,7.45,7.94,7.77
7.18,8.18,8.39,9.18,8.39
5.24,6.24,6.93,7.24,7.42
1.15,2.15,3.86,3.15,5.38
5.13,6.13,6.84,7.13,7.36
8.15,9.15,9.11,10,8.87
4.17,5.17,6.13,6.17,6.88
6.99,7.99,8.24,8.99,8.29
7.73,8.73,8.8,9.73,8.67
5.94,6.94,7.45,7.94,7.77
6.42,7.42,7.81,8.42,8.01
5.35,6.35,7.01,7.35,7.47
7.45,8.45,8.59,9.45,8.53
7.41,8.41,8.56,9.41,8.5
5.49,6.49,7.12,7.49,7.54
6.21,7.21,7.66,8.21,7.91
2.82,3.82,5.12,4.82,6.21
7.4,8.4,8.55,9.4,8.5
4.65,5.65,6.48,6.65,7.12
5.48,6.48,7.11,7.48,7.54
6.9,7.9,8.18,8.9,8.25
5.61,6.61,7.21,7.61,7.61
7.81,8.81,8.85,9.81,8.7
5.08,6.08,6.81,7.08,7.34
6.54,7.54,7.9,8.54,8.07
6.03,7.03,7.52,8.03,7.82
8.39,9.39,9.29,10,8.99
6.52,7.52,7.89,8.52,8.06
9.11,10,9.84,10,9.36
6.22,7.22,7.66,8.22,7.91
8.53,9.53,9.4,10,9.07
3.04,4.04,5.28,5.04,6.32
7.78,8.78,8.83,9.78,8.69
5.04,6.04,6.78,7.04,7.32
3.92,4.92,5.94,5.92,6.76
5.1,6.1,6.83,7.1,7.35
6.66,7.66,8,8.66,8.13
5.46,6.46,7.09,7.46,7.53
4.54,5.54,6.41,6.54,7.07
4.15,5.15,6.12,6.15,6.88
2.47,3.47,4.85,4.47,6.04
4.74,5.74,6.55,6.74,7.17
6.75,7.75,8.06,8.75,8.18
7.1,8.1,8.33,9.1,8.35
5.85,6.85,7.39,7.85,7.72
5.78,6.78,7.34,7.78,7.69
6.21,7.21,7.66,8.21,7.91
8.18,9.18,9.13,10,8.89
4.74,5.74,6.56,6.74,7.17
7.22,8.22,8.42,9.22,8.41
5.34,6.34,7.01,7.34,7.47
4.45,5.45,6.34,6.45,7.03
8.63,9.63,9.47,10,9.12
3.23,4.23,5.43,5.23,6.42
4.7,5.7,6.52,6.7,7.15
9.43,10,10,10,9.51
3.55,4.55,5.67,5.55,6.58
6.88,7.88,8.16,8.88,8.24
6.22,7.22,7.66,8.22,7.91
7.27,8.27,8.45,9.27,8.44
9.49,10,10,10,9.55
6.39,7.39,7.79,8.39,8
5.69,6.69,7.27,7.69,7.65
4.62,5.62,6.46,6.62,7.11
7.53,8.53,8.64,9.53,8.56
8.15,9.15,9.11,10,8.88
1.7,2.7,4.28,3.7,5.65
3.59,4.59,5.7,5.59,6.6
4.75,5.75,6.56,6.75,7.17
6.63,7.63,7.97,8.63,8.11
7.29,8.29,8.47,9.29,8.45
5.79,6.79,7.35,7.79,7.7
7.38,8.38,8.54,9.38,8.49
5.65,6.65,7.24,7.65,7.63
7.32,8.32,8.49,9.32,8.46
8.79,9.79,9.6,10,9.2
8.46,9.46,9.35,10,9.03
6.78,7.78,8.09,8.78,8.19
5.62,6.62,7.21,7.62,7.61
5.89,6.89,7.42,7.89,7.75
7.26,8.26,8.45,9.26,8.43
6.72,7.72,8.04,8.72,8.16
6.64,7.64,7.98,8.64,8.12
8.31,9.31,9.23,10,8.95
5.35,6.35,7.02,7.35,7.48
6.39,7.39,7.79,8.39,8
5.92,6.92,7.44,7.92,7.76
6.66,7.66,8,8.66,8.13
2.09,3.09,4.57,4.09,5.84
6.36,7.36,7.77,8.36,7.98
5.92,6.92,7.44,7.92,7.76
6.81,7.81,8.11,8.81,8.21
4.7,5.7,6.53,6.7,7.15
3.12,4.12,5.34,5.12,6.36
5.85,6.85,7.39,7.85,7.72
5.14,6.14,6.85,7.14,7.37
7.52,8.52,8.64,9.52,8.56
6.77,7.77,8.08,8.77,8.19
9.24,10,9.93,10,9.42
4.69,5.69,6.52,6.69,7.15
6.63,7.63,7.97,8.63,8.11
4.65,5.65,6.49,6.65,7.13
5.61,6.61,7.21,7.61,7.61
8.71,9.71,9.53,10,9.15
2.71,3.71,5.03,4.71,6.15
4.96,5.96,6.72,6.96,7.28
0.13,1.13,3.1,2.13,4.87
5.51,6.51,7.13,7.51,7.55
1.57,2.57,4.18,3.57,5.59
9.38,10,10,10,9.49
7.96,8.96,8.97,9.96,8.78
6.23,7.23,7.68,8.23,7.92
7.47,8.47,8.6,9.47,8.53
7.8,8.8,8.85,9.8,8.7
4.38,5.38,6.28,6.38,6.99
7.69,8.69,8.77,9.69,8.65
4.58,5.58,6.43,6.58,7.09
2.85,3.85,5.13,4.85,6.22
4.55,5.55,6.41,6.55,7.08
5.59,6.59,7.19,7.59,7.6
9.35,10,10,10,9.48
6.04,7.04,7.53,8.04,7.82
4.43,5.43,6.32,6.43,7.01
6.59,7.59,7.95,8.59,8.1
6.87,7.87,8.15,8.87,8.23
7.81,8.81,8.86,9.81,8.7
2.88,3.88,5.16,4.88,6.24
5.55,6.55,7.16,7.55,7.57
9.38,10,10,10,9.49
7.83,8.83,8.87,9.83,8.72
3.7,4.7,5.78,5.7,6.65
3,4,5.25,5,6.3
2.88,3.88,5.16,4.88,6.24
8.55,9.55,9.41,10,9.08
3.36,4.36,5.52,5.36,6.48
7.33,8.33,8.5,9.33,8.47
5.71,6.71,7.28,7.71,7.66
8.38,9.38,9.29,10,8.99
3.79,4.79,5.84,5.79,6.69
7.23,8.23,8.42,9.23,8.41
6.53,7.53,7.89,8.53,8.06
5.51,6.51,7.13,7.51,7.56
5.19,6.19,6.89,7.19,7.39
5.99,6.99,7.49,7.99,7.79
1.02,2.02,3.77,3.02,5.31
3.46,4.46,5.59,5.46,6.53
0.82,1.82,3.62,2.82,5.21
5.49,6.49,7.12,7.49,7.54
7.11,8.11,8.34,9.11,8.36
7.71,8.71,8.78,9.71,8.65
6.65,7.65,7.99,8.65,8.13
6.2,7.2,7.65,8.2,7.9
7.06,8.06,8.29,9.06,8.33
4.94,5.94,6.7,6.94,7.27
4.71,5.71,6.53,6.71,7.16
4.84,5.84,6.63,6.84,7.22
4.69,5.69,6.51,6.69,7.14
4.96,5.96,6.72,6.96,7.28
4.5,5.5,6.37,6.5,7.05
6.17,7.17,7.63,8.17,7.89
6.52,7.52,7.89,8.52,8.06
6.95,7.95,8.22,8.95,8.28
8.1,9.1,9.08,10,8.85
7.96,8.96,8.97,9.96,8.78
5.75,6.75,7.31,7.75,7.67
7.78,8.78,8.84,9.78,8.69
1.98,2.98,4.49,3.98,5.79
8.57,9.57,9.43,10,9.08
3.14,4.14,5.35,5.14,6.37
6.2,7.2,7.65,8.2,7.9
7.08,8.08,8.31,9.08,8.34
6.5,7.5,7.88,8.5,8.05
5.13,6.13,6.84,7.13,7.36
5.83,6.83,7.37,7.83,7.71
5.92,6.92,7.44,7.92,7.76
0.69,1.69,3.52,2.69,5.14
8.2,9.2,9.15,10,8.9
6.12,7.12,7.59,8.12,7.86
7.48,8.48,8.61,9.48,8.54
4.77,5.77,6.58,6.77,7.19
9.32,10,9.99,10,9.46
4.47,5.47,6.35,6.47,7.03
4.49,5.49,6.37,6.49,7.05
6.19,7.19,7.65,8.19,7.9
1.57,2.57,4.18,3.57,5.59
1.05,2.05,3.78,3.05,5.32
6.83,7.83,8.13,8.83,8.22
8.24,9.24,9.18,10,8.92
4.41,5.41,6.31,6.41,7.01
5.32,6.32,6.99,7.32,7.46
8.57,9.57,9.43,10,9.09
5.31,6.31,6.98,7.31,7.46
6,7,7.5,8,7.8
5.54,6.54,7.16,7.54,7.57
1.4,2.4,4.05,3.4,5.5
5.47,6.47,7.1,7.47,7.54
10,10,10,10,10
3.66,4.66,5.74,5.66,6.63
8.79,9.79,9.59,10,9.19
2.96,3.96,5.22,4.96,6.28
4.57,5.57,6.43,6.57,7.09
6.12,7.12,7.59,8.12,7.86
4,5,6,6,6.8
4.15,5.15,6.12,6.15,6.88
4.95,5.95,6.71,6.95,7.28
9.42,10,10,10,9.51
6.81,7.81,8.11,8.81,8.21
7.33,8.33,8.5,9.33,8.46
4.69,5.69,6.52,6.69,7.14
8.17,9.17,9.13,10,8.89
5.7,6.7,7.28,7.7,7.65
4.85,5.85,6.64,6.85,7.22
2.22,3.22,4.66,4.22,5.91
9.62,10,10,10,9.61
5.85,6.85,7.39,7.85,7.72
7.18,8.18,8.38,9.18,8.39
2.9,3.9,5.18,4.9,6.25
6.51,7.51,7.88,8.51,8.05
8.01,9.01,9.01,10,8.81
7.4,8.4,8.55,9.4,8.5
9.1,10,9.82,10,9.35
9.31,10,9.98,10,9.45
6.39,7.39,7.8,8.39,8
5.15,6.15,6.87,7.15,7.38
6.67,7.67,8,8.67,8.14
7.33,8.33,8.49,9.33,8.46
7.77,8.77,8.83,9.77,8.69
2.99,3.99,5.24,4.99,6.29
6.71,7.71,8.03,8.71,8.16
6.09,7.09,7.57,8.09,7.84
8.15,9.15,9.11,10,8.88
2.38,3.38,4.79,4.38,5.99
6.1,7.1,7.58,8.1,7.85
0.67,1.67,3.5,2.67,5.14
9.11,10,9.84,10,9.36
6.46,7.46,7.85,8.46,8.03
4.93,5.93,6.7,6.93,7.26
6.41,7.41,7.8,8.41,8
5.94,6.94,7.45,7.94,7.77
6.53,7.53,7.9,8.53,8.07
3.46,4.46,5.59,5.46,6.53
8.31,9.31,9.23,10,8.96
3.91,4.91,5.93,5.91,6.75
3.08,4.08,5.31,5.08,6.34
6.42,7.42,7.82,8.42,8.01
8.72,9.72,9.54,10,9.16
7.29,8.29,8.47,9.29,8.45
6.41,7.41,7.81,8.41,8
6.48,7.48,7.86,8.48,8.04
7.1,8.1,8.32,9.1,8.35
6.2,7.2,7.65,8.2,7.9
7.16,8.16,8.37,9.16,8.38
6.79,7.79,8.1,8.79,8.2
6.05,7.05,7.54,8.05,7.82
5.33,6.33,7,7.33,7.47
8.29,9.29,9.22,10,8.95
1.49,2.49,4.12,3.49,5.55
10,10,10,10,10
4.6,5.6,6.45,6.6,7.1
4.29,5.29,6.22,6.29,6.94
6.93,7.93,8.2,8.93,8.27
8.63,9.63,9.47,10,9.11
6.03,7.03,7.52,8.03,7.81
7.48,8.48,8.61,9.48,8.54
8.36,9.36,9.27,10,8.98
7.61,8.61,8.71,9.61,8.6
3.85,4.85,5.89,5.85,6.73
5.85,6.85,7.39,7.85,7.73
2.66,3.66,4.99,4.66,6.13
5.87,6.87,7.4,7.87,7.73
4.57,5.57,6.43,6.57,7.09
4.88,5.88,6.66,6.88,7.24
10,10,10,10,9.83
3.93,4.93,5.94,5.93,6.76
5.11,6.11,6.84,7.11,7.36
5.71,6.71,7.28,7.71,7.65
5.05,6.05,6.79,7.05,7.33
5.61,6.61,7.21,7.61,7.61
10,10,10,10,9.86
7.85,8.85,8.89,9.85,8.73
3.91,4.91,5.93,5.91,6.76
6.54,7.54,7.91,8.54,8.07
7.46,8.46,8.6,9.46,8.53
5.77,6.77,7.33,7.77,7.69
2.99,3.99,5.24,4.99,6.29
6.85,7.85,8.14,8.85,8.22
4.94,5.94,6.7,6.94,7.27
5.04,6.04,6.78,7.04,7.32
7.17,8.17,8.38,9.17,8.39
6.05,7.05,7.54,8.05,7.83
4.88,5.88,6.66,6.88,7.24
9.17,10,9.88,10,9.39
10,10,10,10,10
8.28,9.28,9.21,10,8.94
4.56,5.56,6.42,6.56,7.08
6.1,7.1,7.58,8.1,7.85
5.57,6.57,7.18,7.57,7.58
4.83,5.83,6.62,6.83,7.22
6.22,7.22,7.66,8.22,7.91
2.02,3.02,4.52,4.02,5.81
2.8,3.8,5.1,4.8,6.2
6.21,7.21,7.66,8.21,7.91
5.78,6.78,7.33,7.78,7.69
5.8,6.8,7.35,7.8,7.7
5.61,6.61,7.21,7.61,7.61
6.51,7.51,7.88,8.51,8.06
3.46,4.46,5.59,5.46,6.53
7.91,8.91,8.93,9.91,8.75
8.33,9.33,9.25,10,8.97
7.33,8.33,8.49,9.33,8.46
6.19,7.19,7.64,8.19,7.89
10,10,10,10,10
4.73,5.73,6.55,6.73,7.16
8.58,9.58,9.44,10,9.09
4.71,5.71,6.53,6.71,7.16
3.84,4.84,5.88,5.84,6.72
6.81,7.81,8.11,8.81,8.21
5.44,6.44,7.08,7.44,7.52
3.4,4.4,5.55,5.4,6.5
4.55,5.55,6.41,6.55,7.08
7,8,8.25,9,8.3
5.42,6.42,7.07,7.42,7.51
4.01,5.01,6,6.01,6.8
6.97,7.97,8.23,8.97,8.29
5.88,6.88,7.41,7.88,7.74
6.04,7.04,7.53,8.04,7.82
5.4,6.4,7.05,7.4,7.5
6.35,7.35,7.76,8.35,7.97
5.35,6.35,7.02,7.35,7.48
10,10,10,10,9.8
4.02,5.02,6.01,6.02,6.81
4.79,5.79,6.6,6.79,7.2
3.06,4.06,5.29,5.06,6.33
9.57,10,10,10,9.58
9.75,10,10,10,9.68
7.97,8.97,8.98,9.97,8.78
4.85,5.85,6.64,6.85,7.22
4.49,5.49,6.37,6.49,7.04
3.42,4.42,5.56,5.42,6.51
6.87,7.87,8.15,8.87,8.24
4.65,5.65,6.49,6.65,7.13
4.84,5.84,6.63,6.84,7.22
4.06,5.06,6.04,6.06,6.83
5.58,6.58,7.18,7.58,7.59
8.18,9.18,9.14,10,8.89
3.86,4.86,5.9,5.86,6.73
3.23,4.23,5.42,5.23,6.41
4.21,5.21,6.16,6.21,6.91
4.64,5.64,6.48,6.64,7.12
5.85,6.85,7.39,7.85,7.72
6.16,7.16,7.62,8.16,7.88
3.6,4.6,5.7,5.6,6.6
6.22,7.22,7.66,8.22,7.91
3.49,4.49,5.61,5.49,6.54
8.28,9.28,9.21,10,8.94
7.2,8.2,8.4,9.2,8.4
8.83,9.83,9.62,10,9.21
5.71,6.71,7.28,7.71,7.65
1.42,2.42,4.07,3.42,5.51
8.67,9.67,9.5,10,9.13
4.91,5.91,6.68,6.91,7.25
6.32,7.32,7.74,8.32,7.96
8.27,9.27,9.2,10,8.93
4.5,5.5,6.37,6.5,7.05
7.4,8.4,8.55,9.4,8.5
6.77,7.77,8.07,8.77,8.18
7.74,8.74,8.81,9.74,8.67
6.41,7.41,7.81,8.41,8.01
4.45,5.45,6.34,6.45,7.03
4.35,5.35,6.26,6.35,6.97
5.06,6.06,6.79,7.06,7.33
5.42,6.42,7.07,7.42,7.51
3.45,4.45,5.59,5.45,6.53
5.8,6.8,7.35,7.8,7.7
8.92,9.92,9.69,10,9.26
7.88,8.88,8.91,9.88,8.74
5.25,6.25,6.94,7.25,7.42
5.25,6.25,6.94,7.25,7.42
7.07,8.07,8.3,9.07,8.33
8.03,9.03,9.03,10,8.82
7.55,8.55,8.66,9.55,8.58
6.32,7.32,7.74,8.32,7.96
5.52,6.52,7.14,7.52,7.56
3.62,4.62,5.72,5.62,6.61
5.36,6.36,7.02,7.36,7.48
6.8,7.8,8.1,8.8,8.2
5.24,6.24,6.93,7.24,7.42
6.05,7.05,7.54,8.05,7.83
7.61,8.61,8.7,9.61,8.6
7.45,8.45,8.59,9.45,8.52
1.31,2.31,3.99,3.31,5.46
8.59,9.59,9.44,10,9.09
7.69,8.69,8.77,9.69,8.65
3.58,4.58,5.69,5.58,6.59
4.14,5.14,6.1,6.14,6.87
5.7,6.7,7.28,7.7,7.65
5.25,6.25,6.94,7.25,7.42
4.67,5.67,6.5,6.67,7.14
6.41,7.41,7.81,8.41,8
3.97,4.97,5.98,5.97,6.78
5.19,6.19,6.89,7.19,7.39
5.25,6.25,6.94,7.25,7.43
7.06,8.06,8.29,9.06,8.33
4.21,5.21,6.16,6.21,6.9
7.47,8.47,8.61,9.47,8.54
3.86,4.86,5.89,5.86,6.73
3.82,4.82,5.86,5.82,6.71
6.21,7.21,7.66,8.21,7.91
4.65,5.65,6.48,6.65,7.12
6.05,7.05,7.54,8.05,7.82
7.5,8.5,8.62,9.5,8.55
4.66,5.66,6.49,6.66,7.13
6.43,7.43,7.82,8.43,8.01
6.74,7.74,8.06,8.74,8.17
6.75,7.75,8.06,8.75,8.17
7.56,8.56,8.67,9.56,8.58
3.41,4.41,5.56,5.41,6.51
6.5,7.5,7.87,8.5,8.05
10,10,10,10,10
4.47,5.47,6.35,6.47,7.04
2.26,3.26,4.69,4.26,5.93
2.71,3.71,5.04,4.71,6.16
5.55,6.55,7.16,7.55,7.57
4.97,5.97,6.73,6.97,7.28
7.12,8.12,8.34,9.12,8.36
7.79,8.79,8.84,9.79,8.69
5.43,6.43,7.07,7.43,7.51
7.71,8.71,8.78,9.71,8.66
1.71,2.71,4.28,3.71,5.66
2.97,3.97,5.23,4.97,6.28
4.06,5.06,6.05,6.06,6.83
2.56,3.56,4.92,4.56,6.08
5.39,6.39,7.04,7.39,7.49
3.91,4.91,5.94,5.91,6.76
7.7,8.7,8.77,9.7,8.65
4.56,5.56,6.42,6.56,7.08
6.28,7.28,7.71,8.28,7.94
4.14,5.14,6.11,6.14,6.87
10,10,10,10,10
5.22,6.22,6.91,7.22,7.41
7.76,8.76,8.82,9.76,8.68
5.13,6.13,6.85,7.13,7.36
3.08,4.08,5.31,5.08,6.34
6.29,7.29,7.72,8.29,7.95
4.71,5.71,6.53,6.71,7.15
4.45,5.45,6.34,6.45,7.03
5.94,6.94,7.45,7.94,7.77
5.05,6.05,6.79,7.05,7.32
4.54,5.54,6.4,6.54,7.07
4.95,5.95,6.71,6.95,7.27
2.02,3.02,4.51,4.02,5.81
7.33,8.33,8.5,9.33,8.46
4.9,5.9,6.67,6.9,7.25
4.37,5.37,6.28,6.37,6.98
7.48,8.48,8.61,9.48,8.54
2.59,3.59,4.94,4.59,6.1
3.97,4.97,5.97,5.97,6.78
4.4,5.4,6.3,6.4,7
4.09,5.09,6.06,6.09,6.84
6.43,7.43,7.82,8.43,8.01
6.84,7.84,8.13,8.84,8.22
6.91,7.91,8.18,8.91,8.25
7.85,8.85,8.88,9.85,8.72
4.94,5.94,6.71,6.94,7.27
4.14,5.14,6.1,6.14,6.87
8.73,9.73,9.55,10,9.16
7.87,8.87,8.91,9.87,8.74
7.04,8.04,8.28,9.04,8.32
5.75,6.75,7.31,7.75,7.67
1.65,2.65,4.24,3.65,5.62
4.04,5.04,6.03,6.04,6.82
5.03,6.03,6.77,7.03,7.31
6.94,7.94,8.2,8.94,8.27
6.69,7.69,8.02,8.69,8.14
2.39,3.39,4.79,4.39,5.99
5.42,6.42,7.06,7.42,7.51
5.77,6.77,7.33,7.77,7.68
4.53,5.53,6.4,6.53,7.06
5.53,6.53,7.14,7.53,7.56
7.1,8.1,8.32,9.1,8.35
4.48,5.48,6.36,6.48,7.04
5.23,6.23,6.92,7.23,7.41
4.95,5.95,6.72,6.95,7.28
7.58,8.58,8.69,9.58,8.59
1.05,2.05,3.79,3.05,5.33
4.78,5.78,6.59,6.78,7.19
6.13,7.13,7.6,8.13,7.86
4.82,5.82,6.62,6.82,7.21
7.85,8.85,8.89,9.85,8.73
7.34,8.34,8.51,9.34,8.47
4.27,5.27,6.2,6.27,6.94
8.72,9.72,9.54,10,9.16
4.58,5.58,6.43,6.58,7.09
8.84,9.84,9.63,10,9.22
6.26,7.26,7.7,8.26,7.93
5.76,6.76,7.32,7.76,7.68
6.17,7.17,7.63,8.17,7.88
5.93,6.93,7.45,7.93,7.76
4.68,5.68,6.51,6.68,7.14
4.37,5.37,6.28,6.37,6.99
4.06,5.06,6.04,6.06,6.83
7.29,8.29,8.47,9.29,8.45
7.54,8.54,8.65,9.54,8.57
3.97,4.97,5.98,5.97,6.79
5.76,6.76,7.32,7.76,7.68
6.41,7.41,7.81,8.41,8.01
5.94,6.94,7.45,7.94,7.77
5.36,6.36,7.02,7.36,7.48
6.2,7.2,7.65,8.2,7.9
6.14,7.14,7.61,8.14,7.87
7.57,8.57,8.68,9.57,8.59
6.85,7.85,8.14,8.85,8.23
5.92,6.92,7.44,7.92,7.76
5.98,6.98,7.49,7.98,7.79
5.73,6.73,7.29,7.73,7.66
5.98,6.98,7.48,7.98,7.79
6.86,7.86,8.15,8.86,8.23
8.53,9.53,9.4,10,9.07
3.33,4.33,5.5,5.33,6.46
6.67,7.67,8,8.67,8.14
8.72,9.72,9.54,10,9.16
6.78,7.78,8.09,8.78,8.19
5.54,6.54,7.16,7.54,7.57
6.01,7.01,7.51,8.01,7.81
6.75,7.75,8.06,8.75,8.17
6.38,7.38,7.79,8.38,7.99
7.22,8.22,8.42,9.22,8.41
7.08,8.08,8.31,9.08,8.34
5.61,6.61,7.21,7.61,7.61
2.85,3.85,5.13,4.85,6.22
6.13,7.13,7.59,8.13,7.86
6.45,7.45,7.84,8.45,8.02
7.92,8.92,8.94,9.92,8.76
6.41,7.41,7.81,8.41,8.01
4.5,5.5,6.38,6.5,7.05
4.48,5.48,6.36,6.48,7.04
8.48,9.48,9.36,10,9.04
0.15,0.85,2.88,1.85,4.72
5.13,6.13,6.85,7.13,7.36
6.27,7.27,7.7,8.27,7.93
1.74,2.74,4.3,3.74,5.67
7.92,8.92,8.94,9.92,8.76
7.1,8.1,8.33,9.1,8.35
7.84,8.84,8.88,9.84,8.72
6.19,7.19,7.64,8.19,7.89
5.28,6.28,6.96,7.28,7.44
10,10,10,10,10
6.42,7.42,7.81,8.42,8.01
5.57,6.57,7.18,7.57,7.58
4.66,5.66,6.5,6.66,7.13
6.99,7.99,8.24,8.99,8.3
7.19,8.19,8.39,9.19,8.39
7.66,8.66,8.75,9.66,8.63
5.46,6.46,7.1,7.46,7.53
6.63,7.63,7.97,8.63,8.11
7.53,8.53,8.65,9.53,8.57
3.52,4.52,5.64,5.52,6.56
5.36,6.36,7.02,7.36,7.48
4.73,5.73,6.55,6.73,7.16
0.92,1.92,3.69,2.92,5.26
7.94,8.94,8.95,9.94,8.77
7,8,8.25,9,8.3
4.44,5.44,6.33,6.44,7.02
3.83,4.83,5.87,5.83,6.71
10,10,10,10,10
5.71,6.71,7.28,7.71,7.65
5.98,6.98,7.48,7.98,7.79
5.95,6.95,7.46,7.95,7.77
8.58,9.58,9.43,10,9.09
3.55,4.55,5.66,5.55,6.57
5.66,6.66,7.25,7.66,7.63
5.4,6.4,7.05,7.4,7.5
8.04,9.04,9.03,10,8.82
6.51,7.51,7.88,8.51,8.05
8.94,9.94,9.7,10,9.27
4.43,5.43,6.32,6.43,7.01
6.65,7.65,7.99,8.65,8.13
5.5,6.5,7.12,7.5,7.55
6.72,7.72,8.04,8.72,8.16
5.68,6.68,7.26,7.68,7.64
5.95,6.95,7.46,7.95,7.77
9.38,10,10,10,9.49
7.27,8.27,8.45,9.27,8.43
10,10,10,10,10
6.68,7.68,8.01,8.68,8.14
6.26,7.26,7.7,8.26,7.93
8.11,9.11,9.08,10,8.86
4.27,5.27,6.21,6.27,6.94
4.81,5.81,6.61,6.81,7.21
7.59,8.59,8.7,9.59,8.6
5.73,6.73,7.3,7.73,7.66
5.64,6.64,7.23,7.64,7.62
4.54,5.54,6.4,6.54,7.07
4.1,5.1,6.08,6.1,6.85
4.74,5.74,6.55,6.74,7.17
8.04,9.04,9.03,10,8.82
6.24,7.24,7.68,8.24,7.92
8.74,9.74,9.56,10,9.17
6.54,7.54,7.91,8.54,8.07
4.13,5.13,6.1,6.13,6.87
4.08,5.08,6.06,6.08,6.84
6.12,7.12,7.59,8.12,7.86
9.46,10,10,10,9.53
5.99,6.99,7.49,7.99,7.8
8.01,9.01,9,10,8.8
4.7,5.7,6.52,6.7,7.15
7.38,8.38,8.54,9.38,8.49
7.81,8.81,8.86,9.81,8.71
7.26,8.26,8.44,9.26,8.43
6.09,7.09,7.57,8.09,7.84
5.3,6.3,6.98,7.3,7.45
3.31,4.31,5.48,5.31,6.45
7.89,8.89,8.92,9.89,8.75
7.1,8.1,8.32,9.1,8.35
8.94,9.94,9.7,10,9.27
3.21,4.21,5.41,5.21,6.4
4.09,5.09,6.07,6.09,6.84
6.45,7.45,7.84,8.45,8.03
3.09,4.09,5.32,5.09,6.34
5.11,6.11,6.83,7.11,7.35
2.83,3.83,5.12,4.83,6.21
5.22,6.22,6.91,7.22,7.41
4,5,6,6,6.8
10,10,10,10,10
5.23,6.23,6.92,7.23,7.42
10,10,10,10,10
2.88,3.88,5.16,4.88,6.24
5.29,6.29,6.97,7.29,7.45
7.99,8.99,8.99,9.99,8.79
4.59,5.59,6.44,6.59,7.09
